ID,Tipo,SKU,"GTIN, UPC, EAN, ou ISBN",Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status do imposto","Classe de imposto","Em estoque?",Estoque,"Quantidade baixa de estoque","São permitidas encomendas?","Vendido individualmente?","Peso (kg)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Observação de compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de downloads","Dias para expirar o download",Ascendente,"Grupo de produtos",Upsells,"Venda cruzada","URL externa","Texto do botão",Posição,Marcas,"Nome do atributo 1","Valores do atributo 1","Visibilidade do atributo 1","Atributo global 1","Atributo padrão 1","Nome do atributo 2","Valores do atributo 2","Visibilidade do atributo 2","Atributo global 2"
\n
\nOUTRAS EVIDÊNCIAS Estudos tem sugerido que o extrato de Green Tea pode modular a atividade cerebral, reduzindo o comprometimento cognitivo de adultos saudáveis que executavam trabalhos que exigiam a memória. Os mecanismos pelos quais o Green Tea poderia melhorar a capacidade cognitiva em humanos ainda não foram completamente elucidados e são necessários para que se compreenda o envolvimento de regiões cerebrais que mediam o processamento da memória de trabalho e a ação do Green Tea",,,,taxable,,1,65,,0,0,0.1,11,6,6,0,,,"118,50","Alquimia da Saúde, Destaque",,pac,https://powerhousebrasil.com.br/wp-content/uploads/2019/11/Detox-alqumia.png,,,,,,,,,95,,,,,,,,,,
1650,simple,,,"Drenante Smoothie 300g",1,0,visible,"Na alquimia desenvolvida para <strong>emagrecimento e bem-estar</strong> combinamos 14 superfoods ricos em fibras que auxiliam na saciedade, melhoram a digestão e equilibram a flora intestinal, além de ativarem a drenagem linfática, a queima de gorduras e a eliminação de toxinas, facilitando a perda de peso de forma natural, realinhando o organismo para uma vida mais saudável.","Na alquimia desenvolvida para <strong>emagrecimento e bem-estar</strong> combinamos 14 superfoods ricos em fibras que auxiliam na saciedade, melhoram a digestão e equilibram a flora intestinal, além de ativarem a drenagem linfática, a queima de gorduras e a eliminação de toxinas, facilitando a perda de peso de forma natural, realinhando o organismo para uma vida mais saudável.",,,taxable,,1,5,,0,0,0.350,23,12,6,0,,,"168,50","Alquimia da Saúde",,pac,"https://powerhousebrasil.com.br/wp-content/uploads/2020/01/728eb3cc-865b-49b9-9149-5171acc3bbbc.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2020/01/08e9ddf6-7d22-4664-ac34-43ec96bfded1.jpg",,,,,,,,,29,,,,,,,,,,
1730,simple,,,"ENERGIA DAY USE SMOOTHIE 350g",1,0,visible,,"Na alquimia desenvolvida para atividades do dia a dia, esporte, trabalho e como preparação para viagens foram combinados: batata doce enquanto energia estável; batata yacon para o equilíbrio da glicose no sangue; amora e morango, poderosos antioxidantes e energéticos que proporcionam ainda um agradável sabor; e maca peruana para um estímulo extra, sem viciar o sistema nervoso central.",,,taxable,,1,8,,0,0,0.350,23,12,6,0,,,"125,50","Alquimia da Saúde",,pac,"https://powerhousebrasil.com.br/wp-content/uploads/2020/01/539df4b6-5c7d-4df5-b9a0-97a6dbc267dc.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2020/01/60ff020a-3ce8-4a04-8e99-a8e89584fcc7.jpg",,,,,,,,,31,,,,,,,,,,
1867,variation,,,"Uniforme Specialized Custom Fit Edição Limitada - P",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,id:1168,,,,,,1,,Tamanho,P,,1,,,,,
1868,variation,,,"Uniforme Specialized Custom Fit Edição Limitada - M",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,id:1168,,,,,,2,,Tamanho,M,,1,,,,,
1869,variation,,,"Uniforme Specialized Custom Fit Edição Limitada - G",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,id:1168,,,,,,3,,Tamanho,G,,1,,,,,
1882,simple,,,"GUIDE BOOK OCE 2º EDIÇÃO",-1,0,visible,"Ultimas unidades do nosso Guide Book OCE especial Cape Epic (Ultra Maratonas)
\n<ul>
\n 	<li>Introdução a preparação pré prova</li>
\n 	<li>Particularidades da prova</li>
\n 	<li>Treinamento</li>
\n 	<li>Recovery</li>
\n 	<li>Estratégia e Tática</li>
\n 	<li>Logistica e Rotina</li>
\n 	<li>CHECK LIST</li>
\n 	<li>Dicas de Alimentação e Suplementação</li>
\n 	<li>Preparação Mental com o Psicólogo Esportivo Agostinho Cavalieri</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,"70,00","Sem categoria",,,"https://powerhousebrasil.com.br/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-06-at-10.40.34-1.jpeg, https://powerhousebrasil.com.br/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-06-at-10.40.32.jpeg",,,,,,,,,43,,,,,,,,,,
2103,simple,,,"MANTEIGA GHEE",1,0,visible,,,,,taxable,,1,,,0,0,0.5,10,9,9,0,,,"96,50","Alquimia da Saúde",,pac,https://powerhousebrasil.com.br/wp-content/uploads/2020/06/gheee.png,,,,,,,,,49,,,,,,,,,,
2154,variation,,,"Palatinose Gel (Box c/15 sachês) - MORANGO",1,0,visible,,,,,none,parent,1,,,0,0,1,18,10,9,0,,,"166,50",,,,,,,id:1466,,,,,,1,,Sabores,MORANGO,,0,,,,,
2155,variation,,,"Palatinose Gel (Box c/15 sachês) - ABACAXI",1,0,visible,,,,,none,parent,1,,,0,0,1,18,10,9,0,,,"166,50",,,,,,,id:1466,,,,,,2,,Sabores,ABACAXI,,0,,,,,
2156,variation,,,"Palatinose Gel (Box c/15 sachês) - VANILLA",1,0,visible,,,,,none,parent,1,,,0,0,1,18,10,9,0,,,"166,50",,,,,,,id:1466,,,,,,3,,Sabores,VANILLA,,0,,,,,
2638,simple,,,"DIGESTIVO AYURVÉDICO",1,0,visible,"Produzido para proporcionar uma melhor absorção de nutrientes, auxiliando o estômago a processar de forma mais eficiente  os alimentos ingeridos, esta formulação ayurvédica milenar é produzida pela Alquimia da Saúde seguindo os mesmos padrões milenares , otimizando a assimilação pelo organismo de todos os alimentos ingeridos.
\n
\nNosso organismo lida com variados tipos de stress durante o dia.  A produção de ácidos estomacais mediante tal stress podem conflitar com um bom equilíbrio gastro intestinal, causando desconforto e provocando perda de uma boa digestão posterior.
\n
\nIngredientes: Semente de cominho integral moido, semente de coentro integral, semente de erva doce integral e gengibre desidratado . Cápsulas vegetais.
\n
\nRecomendação de uso: Quando não houver indicação de nutricionista, recomenda-se consumir 1 a 2 cápsulas após as 2 principais refeições.
\n
\nModo de conservação:Manter em local seco, arejado, longe de fonte de calor ou sol;
\nApós aberto, melhor se consumido em até 30 dias.
\n
\nContém: Frasco com 60 cápsulas vegetais de 500mg.",,,,taxable,,1,3,,0,0,0.1,11,6,6,0,,,"110,50","Alquimia da Saúde",,pac,https://powerhousebrasil.com.br/wp-content/uploads/2021/01/Digestivo-ayuvedico.png,,,,,,,,,28,,,,,,,,,,
2700,simple,,,"Smart Drink Hydro – Laranja &amp; Hortelã 420gr",1,0,visible,"Hidratação eficiente, reposição inteligente! Absorve mais rápido que água!
\n
\nRepositor hidroeletrolítico / Energético em pó","Hidratação eficiente, reposição inteligente! Absorve mais rápido que água!
\n
\nRepositor hidroeletrolítico / Energético em pó",,,taxable,,1,,,0,0,0.420,23,12,6,0,,,"98,50","Alquimia da Saúde",,,"https://powerhousebrasil.com.br/wp-content/uploads/2021/03/Smart-drink-laranja.png, https://powerhousebrasil.com.br/wp-content/uploads/2021/03/laranja_420_verso.png",,,,,,,,,79,,,,,,,,,,
2703,simple,,,"Smart Drink Hydro – Limão &amp; Hortelã 420gr",1,0,visible,"Hidratação eficiente, reposição inteligente! Absorve mais rápido que água!
\n
\nRepositor hidroeletrolítico / Energético em pó","Hidratação eficiente, reposição inteligente! Absorve mais rápido que água!
\n
\nRepositor hidroeletrolítico / Energético em pó",,,taxable,,1,,,0,0,0.420,23,12,6,0,,,"98,50","Alquimia da Saúde",,pac,"https://powerhousebrasil.com.br/wp-content/uploads/2021/03/limao_420_frente.png, https://powerhousebrasil.com.br/wp-content/uploads/2021/03/limao_420_verso.png",,,,,,,,,80,,,,,,,,,,
3352,simple,,,"AEROSHADE XL",1,0,visible,"<table width=""164"">
\n<tbody>
\n<tr>
\n<td width=""164"">SCNPP Fotocromático Silver (Muda de cor)
\n<table width=""235"">
\n<tbody>
\n<tr>
\n<td width=""235"">Armação: Carbon Mat</td>
\n</tr>
\n</tbody>
\n</table>
\n</td>
\n</tr>
\n</tbody>
\n</table>
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!
\n
\nValor R$2499,00","TODOS OS NOVOS AEROSHADE APRESENTAM UMA
\nESTRUTURA EQUIPADA COM O MECANISMO SCICON
\nSPORTS HORIZON ADAPT ™, O PADRÃO DE NARIZ
\nAJUSTÁVEL DE PRIMEIRA ALTURA DO MUNDO, QUE
\nPERMITE QUE OS CONDUTORES ALTEREM O CAMPO DA
\nVISÃO DEPENDENDO DE SUA POSIÇÃO DE CONDUÇÃO
\nPREFERIDA. COM O SIMPLES PUXAR OU PUXAR DA PEÇA
\nDE NARIZ HORIZON ADAPT ™ CADA CONDUTOR PODE
\nADAPTAR A POSIÇÃO DA LENTE – PERMITIR QUE O
\nCONDUTOR FOQUE TOTALMENTE NO DESEMPENHO
\nCOM UMA VISTA NÃO OBSTRUÍDA NA ESTRADA. A
\nAEROSHADE APRESENTA UM DESIGN DE FRAME QUE
\nAUMENTA AINDA O CAMPO DE VISÃO USANDO O
\nPANORAMA ARCH ™.
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!",,,taxable,,1,,,0,0,1,15,20,20,0,,,"1590,00","Destaque, SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2021/11/Aeroshade-versao-boa-nv.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-18-at-12.03.35-2.jpeg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-08.48.07-1.jpeg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-08.48.06.jpeg",,,,,,,,,6,,,,,,,,,,
3358,simple,,,"AEROSHADE WHITE BLUE",1,0,visible,"Valor: R$1990,00
\n
\nArmação: White Gloss
\n
\nCor: Multimirror Blue
\n
\n&nbsp;
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!","TODOS OS NOVOS AEROSHADE APRESENTAM UMA
\nESTRUTURA EQUIPADA COM O MECANISMO SCICON
\nSPORTS HORIZON ADAPT ™, O PADRÃO DE NARIZ
\nAJUSTÁVEL DE PRIMEIRA ALTURA DO MUNDO, QUE
\nPERMITE QUE OS CONDUTORES ALTEREM O CAMPO DA
\nVISÃO DEPENDENDO DE SUA POSIÇÃO DE CONDUÇÃO
\nPREFERIDA. COM O SIMPLES PUXAR OU PUXAR DA PEÇA
\nDE NARIZ HORIZON ADAPT ™ CADA CONDUTOR PODE
\nADAPTAR A POSIÇÃO DA LENTE – PERMITIR QUE O
\nCONDUTOR FOQUE TOTALMENTE NO DESEMPENHO
\nCOM UMA VISTA NÃO OBSTRUÍDA NA ESTRADA. A
\nAEROSHADE APRESENTA UM DESIGN DE FRAME QUE
\nAUMENTA AINDA O CAMPO DE VISÃO USANDO O
\nPANORAMA ARCH ™.
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!",,,taxable,,1,,,0,0,,30,20,16,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-08.49.52.jpeg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-08.49.54.jpeg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-08.49.53.jpeg",,,,,,,,,4,,,,,,,,,,
3365,simple,,,"AEROSHADE CRYSTAL GLOSS",1,0,visible,"Valor de R$1990,00
\n
\nArmação: Crystal Gloss
\n
\nLente: Multimirror Bronze
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!","TODOS OS NOVOS AEROSHADE APRESENTAM UMA
\nESTRUTURA EQUIPADA COM O MECANISMO SCICON
\nSPORTS HORIZON ADAPT ™, O PADRÃO DE NARIZ
\nAJUSTÁVEL DE PRIMEIRA ALTURA DO MUNDO, QUE
\nPERMITE QUE OS CONDUTORES ALTEREM O CAMPO DA
\nVISÃO DEPENDENDO DE SUA POSIÇÃO DE CONDUÇÃO
\nPREFERIDA. COM O SIMPLES PUXAR OU PUXAR DA PEÇA
\nDE NARIZ HORIZON ADAPT ™ CADA CONDUTOR PODE
\nADAPTAR A POSIÇÃO DA LENTE – PERMITIR QUE O
\nCONDUTOR FOQUE TOTALMENTE NO DESEMPENHO
\nCOM UMA VISTA NÃO OBSTRUÍDA NA ESTRADA. A
\nAEROSHADE APRESENTA UM DESIGN DE FRAME QUE
\nAUMENTA AINDA O CAMPO DE VISÃO USANDO O
\nPANORAMA ARCH ™.
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!",,,taxable,,1,,,0,0,1,30,20,16,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-08.51.32.jpeg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-08.51.30.jpeg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-08.51.33.jpeg",,,,,,,,,3,,,,,,,,,,
3377,simple,,,"AEROWING CARBON MATT",1,0,visible,"Armação: Carbon Matt
\n
\nLente: Photocromic Silver
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!","OS ÓCULOS DE SOL SCICON® AEROWING TEM UM
\nOLHAR RETRO SIMPLES E CLARO PARA MÁXIMA VISÃO E
\nPROTEÇÃO DESCOMPRESSADA. UMA GRANDE FORMA
\nDE LENTE COM UM ACABAMENTO GRAVADO A LASER
\nCOLOCA UMA PROTEÇÃO CILÍNDRICA RIMLESS NA
\nFACE, ENQUANTO UMA CONSTRUÇÃO DE TROCA
\nVENTILADA PERMITE AUMENTO DO FLUXO DE AR PARA
\nEVITAR EMBORAÇÕES.
\nO AEROWING ESTÁ COMPLETO COM O NÍVEL DE
\nAJUSTABILIDADE DO SCICON SPORTS ELITE
\nENCONTRADO EM TODOS OS MODELOS DE
\nDESEMPENHO - NOSE PADS INTERCAMBIÁVEIS, CADA
\nUM COM UM MECANISMO DE CLIQUE DUPLO PARA UM
\nADEQUAÇÃO PERSONALIZADA PRÓXIMO À FACE; E
\nDICAS DE TEMPLO AJUSTÁVEIS PARA GARANTIR UMA
\nSENSAÇÃO ENVOLVIDA.
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!",,,taxable,,1,,,0,0,1,30,20,16,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2021/11/aershade-carbon-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-10.39.46.jpeg",,,,,,,,,9,,,,,,,,,,
3383,simple,,,"AEROWING CRYSTAL GLOSS",1,0,visible,"Armação: White Gloss
\n
\nLente: Multimirror Red
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!","OS ÓCULOS DE SOL SCICON® AEROWING TEM UM
\nOLHAR RETRO SIMPLES E CLARO PARA MÁXIMA VISÃO E
\nPROTEÇÃO DESCOMPRESSADA. UMA GRANDE FORMA
\nDE LENTE COM UM ACABAMENTO GRAVADO A LASER
\nCOLOCA UMA PROTEÇÃO CILÍNDRICA RIMLESS NA
\nFACE, ENQUANTO UMA CONSTRUÇÃO DE TROCA
\nVENTILADA PERMITE AUMENTO DO FLUXO DE AR PARA
\nEVITAR EMBORAÇÕES.
\nO AEROWING ESTÁ COMPLETO COM O NÍVEL DE
\nAJUSTABILIDADE DO SCICON SPORTS ELITE
\nENCONTRADO EM TODOS OS MODELOS DE
\nDESEMPENHO - NOSE PADS INTERCAMBIÁVEIS, CADA
\nUM COM UM MECANISMO DE CLIQUE DUPLO PARA UM
\nADEQUAÇÃO PERSONALIZADA PRÓXIMO À FACE; E
\nDICAS DE TEMPLO AJUSTÁVEIS PARA GARANTIR UMA
\nSENSAÇÃO ENVOLVIDA.
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!",,,taxable,,1,,,0,0,1,30,20,16,0,,,"1590,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2021/11/red-lenses-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-11.10.43-1.jpeg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-11.10.43.jpeg, https://powerhousebrasil.com.br/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-19-at-11.10.43-2.jpeg",,,,,,,,,10,,,,,,,,,,
3392,simple,,,"AEROWING BLACK GLOSS",1,0,visible,"Armação: Black Gloss
\n
\nLente: Blue Lenses
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!","OS ÓCULOS DE SOL SCICON® AEROWING TEM UM
\nOLHAR RETRO SIMPLES E CLARO PARA MÁXIMA VISÃO E
\nPROTEÇÃO DESCOMPRESSADA. UMA GRANDE FORMA
\nDE LENTE COM UM ACABAMENTO GRAVADO A LASER
\nCOLOCA UMA PROTEÇÃO CILÍNDRICA RIMLESS NA
\nFACE, ENQUANTO UMA CONSTRUÇÃO DE TROCA
\nVENTILADA PERMITE AUMENTO DO FLUXO DE AR PARA
\nEVITAR EMBORAÇÕES.
\nO AEROWING ESTÁ COMPLETO COM O NÍVEL DE
\nAJUSTABILIDADE DO SCICON SPORTS ELITE
\nENCONTRADO EM TODOS OS MODELOS DE
\nDESEMPENHO – NOSE PADS INTERCAMBIÁVEIS, CADA
\nUM COM UM MECANISMO DE CLIQUE DUPLO PARA UM
\nADEQUAÇÃO PERSONALIZADA PRÓXIMO À FACE; E
\nDICAS DE TEMPLO AJUSTÁVEIS PARA GARANTIR UMA
\nSENSAÇÃO ENVOLVIDA.
\n
\nPara adiquirir o seu entre em contato através do nosso Whatsapp!",,,taxable,,1,,,0,0,1,30,20,16,0,,,"1690,00","SCICON - Gravtah > Óculos Scicon",,,https://powerhousebrasil.com.br/wp-content/uploads/2021/11/Aerowing-Black-BLUE-hero-1-scaled.jpg,,,,,,,,,8,,,,,,,,,,
3417,variation,,,,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,"350,00",,,,,,,,,,,,,1,,,,,,,,,,
3418,variation,,,,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,"350,00",,,,,,,,,,,,,2,,,,,,,,,,
3419,variation,,,,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,"350,00",,,,,,,,,,,,,3,,,,,,,,,,
3767,simple,,,"Energia Performance – Uva Orgânica, Beterraba e Cacau 300gr",1,0,visible,"<strong>Ingredientes: </strong>Beterraba desidratada moída, batata yacon desidratada moída, batata doce desidratada moída, farinha de casca de uva orgânica, palatinose, cacau em pó, maca peruana e sal rosa do Himalaya.
\n
\nNÃO CONTÉM GLÚTEN. NÃO CONTÉM LACTOSE.
\n
\n<strong>Recomendação de uso: </strong>Quando não houver indicação de nutricionista, recomenda-se consumir de 1 a 2 scoops (colher de medida) misturado em 400ml de suco ou chá gelado , 30 minutos antes do treino.
\n
\n<strong>Modo de conservação:</strong> Manter em local seco, arejado, longe de fonte de calor e ao abrigo do sol. Após aberto, melhor consumir em 30 dias.
\n
\n<strong>Contém:</strong> 1 bag de 350 gramas.
\n
\n<strong>Benefícios:
\n</strong>Produto 100% integral; Não contém Glúten; Fibras Naturais Preservadas; Sem conservantes e corantes.","<strong>Ingredientes: </strong>Beterraba desidratada moída, batata yacon desidratada moída, batata doce desidratada moída, farinha de casca de uva orgânica, palatinose, cacau em pó, maca peruana e sal rosa do Himalaya.
\n
\nNÃO CONTÉM GLÚTEN. NÃO CONTÉM LACTOSE.
\n
\n<strong>Recomendação de uso: </strong>Quando não houver indicação de nutricionista, recomenda-se consumir de 1 a 2 scoops (colher de medida) misturado em 400ml de suco ou chá gelado , 30 minutos antes do treino.
\n
\n<strong>Modo de conservação:</strong> Manter em local seco, arejado, longe de fonte de calor e ao abrigo do sol. Após aberto, melhor consumir em 30 dias.
\n
\n<strong>Contém:</strong> 1 bag de 300 gramas.
\n
\n<strong>Benefícios:
\n</strong>Produto 100% integral; Não contém Glúten; Fibras Naturais Preservadas; Sem conservantes e corantes.",,,taxable,,1,,,0,0,0.350,23,13,6,0,,,"110,50","Alquimia da Saúde",,pac,"https://powerhousebrasil.com.br/wp-content/uploads/2022/02/Beterraba-e-uva.png, https://powerhousebrasil.com.br/wp-content/uploads/2022/02/Beterraba-uva-costas.png",,,,,,,,,32,,,,,,,,,,
3835,simple,,,"MEIAS OCE/IQCYCKEL",1,0,visible,"Pré venda com envio no mês de Junho. Entre já em contato!","Disponível somente preta com raio amarelo.",,,taxable,,1,,,0,0,,15,20,30,0,,,"86,90",Vestuário,,,https://powerhousebrasil.com.br/wp-content/uploads/2022/05/Meias-OCE.png,,,,,,,,,0,,,,,,,,,,
4022,simple,,,"LOOK KEO CLASSIC 3",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,"612,50","SCICON - Gravtah > Pedais LOOK",,,"https://powerhousebrasil.com.br/wp-content/uploads/2022/08/look-keo-classic-3.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/08/IMAGE-1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/08/IMAGE-2.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/08/iMAGE-3.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/08/iMAGE-4.jpg",,,,,,,,,0,,,,,,,,,,
4030,simple,,,"LOOK KEO CLASSIC 3 PLUS+",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,"843,50","SCICON - Gravtah > Pedais LOOK",,,"https://powerhousebrasil.com.br/wp-content/uploads/2022/08/p49976_1.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/08/p49976_2.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/08/p49976_3.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/08/p49976_4.jpg",,,,,,,,,0,,,,,,,,,,
4035,simple,,,"LOOK KEO 2 MAX",1,0,visible,,,,,taxable,,1,,,0,0,1,30,20,16,0,,,"1190,00","SCICON - Gravtah > Pedais LOOK",,,https://powerhousebrasil.com.br/wp-content/uploads/2022/08/252635-00-d-496457.jpg,,,,,,,,,0,,,,,,,,,,
4048,simple,,,"LOOK KEO 2 MAX CARBON",1,0,visible,,,,,taxable,,1,,,0,0,1,30,20,16,0,,,"1449,00","SCICON - Gravtah > Pedais LOOK",,,https://powerhousebrasil.com.br/wp-content/uploads/2022/09/LOOK-KEO-2-MAX-CARBON.jpg,,,,,,,,,0,,,,,,,,,,
4050,simple,,,"LOOK KEO BLADE CARBON",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,"1829,00","SCICON - Gravtah > Pedais LOOK",,,https://powerhousebrasil.com.br/wp-content/uploads/2022/09/LOOK-KEO-BLADE-CARBON.png,,,,,,,,,0,,,,,,,,,,
4052,simple,,,"LOOK BLADE CARBON CERAMIC",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,"2590,00","SCICON - Gravtah > Pedais LOOK",,,https://powerhousebrasil.com.br/wp-content/uploads/2022/09/LOOK-BLADE-CARBON-CERAMIC.png,,,,,,,,,0,,,,,,,,,,
4054,simple,,,"LOOK TACOS",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,"149,00","SCICON - Gravtah > Pedais LOOK",,,https://powerhousebrasil.com.br/wp-content/uploads/2022/09/LOOK-TACOS.png,,,,,,,,,0,,,,,,,,,,
4056,simple,,,"LOOK TACO GRIP",1,0,visible,,,,,taxable,,1,,,0,0,1,30,20,16,0,,,"199,00","SCICON - Gravtah > Pedais LOOK",,,https://powerhousebrasil.com.br/wp-content/uploads/2022/09/look-taco-grip.png,,,,,,,,,0,,,,,,,,,,
4058,simple,,,"AEROSHADE KUNKEN CARBON FOTOCROMÁTICO",1,0,visible,,,,,taxable,,1,,,0,0,1,30,20,16,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,https://powerhousebrasil.com.br/wp-content/uploads/2022/09/AEROSHAE-KUNKEN-FOTOCROMATICO.jpg,,,,,,,,,0,,,,,,,,,,
4060,simple,,,"AEROSHADE KUNKEN CARBON SILVER",1,0,visible,,,,,taxable,,1,,,0,0,1,30,20,16,0,,,"1690,00","SCICON - Gravtah > Óculos Scicon",,,https://powerhousebrasil.com.br/wp-content/uploads/2022/09/AEROSHAE-KUNKEN-CARBON-SILVER.jpg,,,,,,,,,0,,,,,,,,,,
4063,simple,,,"AEROSHADE KUNKEN MONOGRAM",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,"1890,00","SCICON - Gravtah > Óculos Scicon",,,https://powerhousebrasil.com.br/wp-content/uploads/2022/09/AEROSHADE-KUNKEN-MONOGRAM.jpg,,,,,,,,,0,,,,,,,,,,
4066,simple,,,VERTEC,1,0,visible,,"Black gloss/Multimirrow Blue",,,taxable,,1,,,0,0,,,,,0,,,"875,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2022/09/ey210802-vertec-black-gloss-multimirror-silver-lenses-hero.jpg.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/09/ey210802-vertec-black-gloss-multimirror-silver-lenses-front.jpg.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/09/ey210802-vertec-black-gloss-multimirror-silver-lenses-side.jpg.jpg",,,,,,,,,0,,,,,,,,,,
4071,simple,,,VERTEC,1,0,visible,,"VERTEX DEMI GLOSS/ MULTIMIRROR RED",,,taxable,,1,,,0,0,1,30,,16,0,,,"875,00","SCICON - Gravtah > Óculos Scicon",,,"https://powerhousebrasil.com.br/wp-content/uploads/2022/09/Sicon-vertec.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/09/ey210606-vertec-demi-gloss-multimirror-red-lenses-closed.jpg.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2022/09/ey210606-vertec-demi-gloss-multimirror-red-lenses-side.jpg.jpg",,,,,,,,,0,,,,,,,,,,
4088,simple,,,"AEROTECH EVOLUTION X TSA",1,0,visible,,"A mala de viagem para bicicleta Scicon Sports Aerotech Evolution oferece excelente proteção para sua bicicleta quando você voa.
\nFeito de material composto abs proprietário, o Scicon Sports Aerotech Evolution atinge o equilíbrio perfeito entre peso e proteção.
\nRemova as rodas de sua bicicleta, gire o guidão para baixo, remova o canote e um pedal oposto ao lado da unidade e o quadro da bicicleta deslizará para o estojo da bicicleta sem problemas.
\nAdequado para bicicletas de estrada, gravel e ciclocross e compatível com Quick Release e Thru Axle. O design assimétrico do case também acomoda bicicletas com espigão de selim integrado.
\n
\nCaracterísticas
\n
\n-Peso: 12,5 Kg.
\n-Dimensões Externas 115x92x34 cm
\n-Totalmente Feito na Itália
\n-Compativel com aro e freio a disco
\n-Projetado para bicicletas de estrada, cascalho, ciclocross
\n-Construído para viagens aéreas
\n-Feito de material composto abs proprietário
\n-Twin Wheel System: oito rodas, 360 graus
\n-Equipado com duas fechaduras reforçadas Travel Sentry Approved (tsa)
